id,type,front,back,known
1160,1,"What is it called when all training examples are used to calculate gradient descent?","batch gradient descent",0
1161,1,"What is another term for linear regression with multiple variables?","Multivariate linear regression",0
1162,1,"Why is feature scaling important?","Without feature scaling, it can take gradient descent much longer to find the local minimum. The function may oscillate in small movements for much longer.",0
1163,1,"What is is good range to scale features down to?","-1 to +1, or Ng's range: -3 to +3",0
1164,1,"What is mean normalization?","A method of scaling a feature's values so that they all fall within a range relative to each other.",0
1165,1,"What is a good range for mean normalization?","-0.5 to +0.5",0
1166,1,"How can you calculate mean normalization over a set of features?","for each x: xi = (xi - avg(x)) / (max_x - min_x)

(max_x - min_x) can be replaced with the standard deviation",0
1167,1,"Given a sufficiently small alpha, what can you expect from gradient descent?","That it will eventually converge.",0
1168,1,"What does Andrew Ng use to find an appropriate alpha for gradient descent?","0.001
0.003
0.01
0.03
0.1
0.3
1",0
1169,1,"How can you get your data to fit better using higher order terms in linear regression?","You can take the data and square it, cube it, etc. 

x1 = (somevalue)^2
x7 = (somevalue)^4

This is applied to data, not the function. The function still is theta1*x1 + theta2*x2, etc",0
1170,1,"What can affect invertibility in a matrix?","- 2 more more features are linearly dependent or redundant (size in meters and size in ft) - remove redundant features
- too few training examples (m) to features (n): m <= n  (remove some features or use regularization)",0
1171,1,"When can we use the normal equation instead of gradient descent to minimize J(theta)?","- when we have fewer than 10,000 features
- have to ensure invertibility",0
1172,1,"What does numpy.allclose() do?","Returns True if two arrays are element-wise equal within a tolerance.",0
1173,1,"Is feature scaling needed when using the normal equation?",No,0
1174,1,"What is the normal equation?","An equation that can minimize J(theta), solving for theta, instead of using gradient descent.

Also called ordinary least squares (OLS) or linear least squares, it's a method for estimating the unknown parameters in a linear regression model, with the goal of minimizing the sum of the squares of the differences between the observed responses in the given dataset and those predicted by a linear function of a set of explanatory variables.",0
1175,1,"What Python determines the pseudo-inverse of a matrix?",numpy.linalg.pinv,0
1176,1,"What is treated as false in Python?","• False
• None
• [] (an empty list)
• {} (an empty dict)
• """"
• set()
• 0
• 0.0",0
1177,1,"What is a dot product?","The dot product of two vectors is the sum of their componentwise products.
v_1 * w_1 + ... + v_n * w_n",0
1178,1,"What is the quantile?","The number at a given percentile of the data.",0
1179,1,"What is the mode?","Most-common value(s) in a set of data. Could have more than one if there are 2 subsets with the same number of values.",0
1180,1,"What is dispersion?","Dispersion refers to measures of how spread out our data is. Typically they’re statistics for which values near zero signify not spread out at all and for which large values (whatever that means) signify very spread out.",0
1181,1,"What is covariance?","The mean value of the product of the deviations of two variates from their respective means.",0
1182,1,"What is a random variable?","A random variable is a variable whose possible values have an associated probability distribution.

A very simple random variable equals 1 if a coin flip turns up heads and 0 if the flip turns up tails. A more complicated one might measure the number of heads observed when flipping a coin 10 times or a value picked from range(10) where each number is equally likely.",0
1183,1,"What is PCA and what is it used for?","Principal component analysis. We use it to extract one or more dimensions that capture as much of the variation in the data as possible.",0
1184,1,"What is a model?","A specification of a mathematical (or probabilistic) relationship that exists between different variables.",0
1185,1,"What is machine learning?","Creating and using models that are learned from data.",0
1186,1,"What is the degree of a vertex?","The number of edges incident of the vertex, with loops counted twice.",0
1187,1,"What is quick select?","A selection algorithm to find the kth smallest element in an unordered list. Quickselect uses the same overall approach as quicksort, choosing one element as a pivot and partitioning the data in two based on the pivot, accordingly as less than or greater than the pivot. However, instead of recursing into both sides, as in quicksort, quickselect only recurses into one side - the side with the element it is searching for. This reduces the average complexity from O(n log n) to O(n).",0
1188,1,"What is preemption?","Preemption is the act of temporarily interrupting a task being carried out by a computer system, without requiring its cooperation, and with the intention of resuming the task at a later time. Such a change is known as a context switch.",0
1189,1,"What is an inverted index?","An index data structure storing a mapping from content, such as words or numbers, to its locations in a database file, or in a document or a set of documents (named in contrast to a Forward Index, which maps from documents to content). The purpose of an inverted index is to allow fast full text searches, at a cost of increased processing when a document is added to the database.",0
1190,1,"What is set partition?","A partitioning of elements of some universal set into a collection of disjointed subsets. Thus, each element must be in exactly one subset.",0
1191,1,"What is a maximum spanning tree?","A spanning tree of a weighted graph having maximum weight. It can be computed by negating the edges and running either Prim's or Kruskal's algorithms.",0
1192,1,"What is a minimum product spanning tree and when would you use it?","The cost of a tree is the product of all the edge weights in the tree, instead of the sum of the weights. Since log(a*b) = log(a) + log(b), the minimum spanning tree on a graph whose edge weights are replaced with their logarithms gives the minimum product spanning tree on the original graph.
You would use it to minimize the product.",0
1193,1,"What is a rolling hash?","A rolling hash (also known as a rolling checksum) is a hash function where the input is hashed in a window that moves through the input.

One of the main applications is the Rabin-Karp string search algorithm, which uses the rolling hash.",0
1194,2,"What is the Euclidean GCD algorithm in Python?","def gcd(a, b):
    while a:
        b, a = a, b % a
    return b",0
1195,1,"What is the Rabin-Karp algorithm?","Compute hash codes of each substring whose length is the length of s, such as a function with the property that the hash code of a string is an additive function of each individual character. Get the hash code of a sliding window of characters and compare if the hash matches.",0
